,execucao_id,prova_id,mago,categoria,tarefa,dificuldade,pressao,resistencia_alvo,alvo_movel,contexto,tempo_execucao_s,precisao_pct,potencia_pct,controle_pct,sucesso,dano_colateral,soma_skills
804,E00805,P085,Hermione Granger,Pocoes,Antidoto simples,1,10,3,1,duelo_real,10.85,85.76,74.27,87.27,1,0,251.45000000000002
805,E00806,P086,Hermione Granger,Pocoes,Pocao Wiggenweld,2,9,9,1,duelo_real,14.36,83.83,73.91,75.55,1,1,231.93
806,E00807,P087,Hermione Granger,Pocoes,Pocao Polissuco,4,4,8,0,exame,13.88,90.21,77.42,82.32,1,0,262.07
807,E00808,P088,Hermione Granger,Pocoes,Veritaserum,5,3,4,0,treino,15.78,79.14,68.86,81.9,1,0,238.12
808,E00809,P089,Hermione Granger,Pocoes,Antidoto simples,1,1,8,0,treino,12.5,87.91,79.07,87.49,0,0,251.96999999999997
809,E00810,P090,Hermione Granger,Pocoes,Pocao Wiggenweld,2,3,8,0,treino,13.58,86.3,78.42,84.49,1,0,257.63
810,E00811,P091,Hermione Granger,Pocoes,Pocao Polissuco,4,7,10,0,missao,16.84,92.05,69.05,84.93,1,0,257.19
811,E00812,P092,Hermione Granger,Pocoes,Veritaserum,5,9,3,1,duelo_real,17.06,85.16,76.98,88.59,0,0,246.67000000000002
812,E00813,P093,Hermione Granger,Pocoes,Antidoto simples,1,2,3,0,treino,12.05,85.62,79.3,93.38,1,0,261.25
813,E00814,P094,Hermione Granger,Pocoes,Pocao Wiggenweld,2,3,5,1,treino,14.06,88.23,75.07,79.45,1,0,247.69
814,E00815,P095,Hermione Granger,Pocoes,Pocao Polissuco,4,5,5,1,exame,16.03,78.63,70.01,82.12,0,0,227.73
815,E00816,P096,Hermione Granger,Pocoes,Veritaserum,5,7,2,0,missao,16.74,83.67,86.07,78.14,1,0,253.14
816,E00817,P097,Hermione Granger,Pocoes,Antidoto simples,1,7,1,1,missao,11.43,90.07,80.74,87.98,1,0,260.36
817,E00818,P098,Hermione Granger,Pocoes,Pocao Wiggenweld,2,4,10,0,exame,13.85,86.71,74.07,87.08,1,0,258.00999999999993
818,E00819,P099,Hermione Granger,Pocoes,Pocao Polissuco,4,6,6,0,exame,14.85,86.93,77.78,72.66,1,0,246.52
819,E00820,P100,Hermione Granger,Pocoes,Veritaserum,5,2,4,1,treino,15.81,89.45,77.65,74.41,1,0,249.7
820,E00821,P101,Hermione Granger,Cura,Episkey,2,6,6,1,exame,13.34,84.09,73.35,81.65,1,0,245.75000000000003
821,E00822,P102,Hermione Granger,Cura,Ferula,2,10,9,0,duelo_real,16.4,81.42,74.5,81.06,1,0,243.58
822,E00823,P103,Hermione Granger,Cura,Rennervate,3,5,2,0,exame,13.14,91.15,79.68,82.68,1,0,258.37
823,E00824,P104,Hermione Granger,Cura,Vulnera Sanentur,5,10,7,1,duelo_real,17.25,78.21,77.52,80.5,1,0,245.98000000000002
824,E00825,P105,Hermione Granger,Cura,Episkey,2,8,7,0,missao,15.1,73.2,72.91,87.32,1,0,239.33
825,E00826,P106,Hermione Granger,Cura,Ferula,2,6,2,1,exame,13.44,87.09,71.91,84.1,1,0,245.66000000000003
826,E00827,P107,Hermione Granger,Cura,Rennervate,2,5,9,0,exame,14.53,77.44,77.04,83.3,1,0,246.25000000000003
827,E00828,P108,Hermione Granger,Cura,Vulnera Sanentur,5,2,8,0,treino,15.41,79.25,69.96,81.79,1,0,243.59
828,E00829,P109,Hermione Granger,Cura,Episkey,1,10,9,1,duelo_real,15.44,84.39,74.13,82.4,1,0,246.47999999999996
829,E00830,P110,Hermione Granger,Cura,Ferula,2,2,8,0,treino,13.92,83.6,73.43,82.51,1,0,247.62000000000003
830,E00831,P111,Hermione Granger,Cura,Rennervate,3,10,8,0,duelo_real,15.05,83.89,73.89,76.31,0,0,233.04
831,E00832,P112,Hermione Granger,Cura,Vulnera Sanentur,5,8,9,1,missao,18.41,83.89,75.01,83.71,1,0,253.20000000000002
832,E00833,P113,Hermione Granger,Cura,Episkey,1,9,9,1,duelo_real,14.62,81.34,80.53,85.47,1,0,253.72000000000003
833,E00834,P114,Hermione Granger,Cura,Ferula,2,7,2,0,missao,12.47,91.05,65.72,80.98,0,0,231.28
834,E00835,P115,Hermione Granger,Cura,Rennervate,3,4,3,1,exame,15.05,89.16,81.69,83.52,1,0,258.32
835,E00836,P116,Hermione Granger,Cura,Vulnera Sanentur,5,6,1,0,exame,14.95,79.09,73.57,83.47,1,0,242.18
836,E00837,P117,Hermione Granger,Cura,Episkey,2,10,4,0,duelo_real,13.43,80.74,67.45,85.68,1,0,238.44
837,E00838,P118,Hermione Granger,Cura,Ferula,1,4,4,1,exame,12.14,93.8,77.18,89.76,1,0,264.6
838,E00839,P119,Hermione Granger,Cura,Rennervate,2,5,8,0,exame,14.93,87.29,82.01,79.38,1,0,255.75
839,E00840,P120,Hermione Granger,Cura,Vulnera Sanentur,5,1,6,1,treino,15.11,79.15,71.45,87.41,0,0,238.90000000000003
840,E00841,P001,Harry Potter,Ataque,Expelliarmus,1,10,1,0,duelo_real,7.87,89.93,84.08,90.43,1,0,269.57
841,E00842,P002,Harry Potter,Ataque,Estupefaca,3,7,9,0,missao,11.84,81.76,79.72,81.35,1,0,255.99000000000004
842,E00843,P003,Harry Potter,Ataque,Bombarda,4,3,4,0,treino,12.51,79.0,73.12,76.04,1,0,237.65000000000003
843,E00844,P004,Harry Potter,Ataque,Confringo,4,9,8,0,duelo_real,12.83,76.91,75.88,78.36,0,0,234.31999999999996
844,E00845,P005,Harry Potter,Ataque,Expelliarmus,2,4,9,1,exame,12.43,73.5,82.6,75.33,0,0,232.0
845,E00846,P006,Harry Potter,Ataque,Estupefaca,3,10,4,1,duelo_real,10.03,81.99,72.06,82.56,1,0,246.58
846,E00847,P007,Harry Potter,Ataque,Bombarda,4,6,9,1,exame,14.61,74.9,77.08,79.89,1,0,244.26
847,E00848,P008,Harry Potter,Ataque,Confringo,5,10,7,0,duelo_real,12.26,83.01,68.89,82.85,0,0,239.49
848,E00849,P009,Harry Potter,Ataque,Expelliarmus,2,4,7,0,exame,11.53,77.18,78.44,65.54,0,0,220.63000000000002
849,E00850,P010,Harry Potter,Ataque,Estupefaca,3,4,3,0,exame,13.01,79.08,81.47,80.54,1,0,247.08000000000004
850,E00851,P011,Harry Potter,Ataque,Bombarda,4,7,10,0,missao,12.44,76.51,77.36,80.41,0,0,239.84
851,E00852,P012,Harry Potter,Ataque,Confringo,4,4,4,1,exame,12.89,82.36,75.8,70.56,1,0,237.82999999999998
852,E00853,P013,Harry Potter,Ataque,Expelliarmus,2,5,2,0,exame,11.37,84.52,71.31,79.97,0,0,230.42999999999998
853,E00854,P014,Harry Potter,Ataque,Estupefaca,3,2,2,0,treino,13.1,75.46,77.55,78.93,0,0,226.84
854,E00855,P015,Harry Potter,Ataque,Bombarda,3,9,10,0,duelo_real,10.82,78.31,83.32,74.36,0,0,241.17000000000002
855,E00856,P016,Harry Potter,Ataque,Confringo,5,2,4,0,treino,14.15,71.81,75.84,70.84,1,0,228.34
856,E00857,P017,Harry Potter,Ataque,Expelliarmus,2,7,9,1,missao,12.05,81.93,71.63,76.61,0,0,231.12
857,E00858,P018,Harry Potter,Ataque,Estupefaca,3,7,1,1,missao,10.18,90.0,81.99,76.71,1,0,255.51999999999998
858,E00859,P019,Harry Potter,Ataque,Bombarda,4,9,6,0,duelo_real,11.74,79.49,79.41,83.18,1,0,254.33999999999997
859,E00860,P020,Harry Potter,Ataque,Confringo,5,10,7,1,duelo_real,13.44,80.52,70.46,73.66,1,0,238.2
860,E00861,P021,Harry Potter,Defesa,Protego,2,4,3,0,exame,10.76,72.3,86.07,81.3,0,0,235.91000000000003
861,E00862,P022,Harry Potter,Defesa,Finite Incantatem,4,6,5,1,exame,11.25,79.93,76.49,68.78,0,0,226.95000000000002
862,E00863,P023,Harry Potter,Defesa,Protego Maxima,4,6,9,1,exame,13.84,78.1,87.07,75.55,1,0,253.87999999999997
863,E00864,P024,Harry Potter,Defesa,Expecto Patronum,5,6,7,0,exame,13.06,74.94,78.07,79.21,0,0,236.15999999999997
864,E00865,P025,Harry Potter,Defesa,Protego,2,9,9,1,duelo_real,10.41,86.0,75.32,72.66,0,0,236.57
865,E00866,P026,Harry Potter,Defesa,Finite Incantatem,2,7,4,0,missao,11.07,86.67,89.83,71.57,1,0,255.0
866,E00867,P027,Harry Potter,Defesa,Protego Maxima,4,9,10,0,duelo_real,11.98,78.93,79.06,78.33,1,0,252.34
867,E00868,P028,Harry Potter,Defesa,Expecto Patronum,5,4,6,1,exame,15.54,74.08,82.16,69.23,1,0,235.93000000000004
868,E00869,P029,Harry Potter,Defesa,Protego,2,2,1,0,treino,11.55,71.71,82.12,73.64,0,0,220.91999999999996
869,E00870,P030,Harry Potter,Defesa,Finite Incantatem,3,8,8,1,missao,12.07,81.15,80.31,81.16,1,0,254.55
870,E00871,P031,Harry Potter,Defesa,Protego Maxima,3,7,4,1,missao,10.79,83.45,75.78,82.19,1,0,250.63000000000002
871,E00872,P032,Harry Potter,Defesa,Expecto Patronum,5,8,9,0,missao,12.8,79.07,77.63,73.82,0,0,236.71999999999997
872,E00873,P033,Harry Potter,Defesa,Protego,2,9,2,0,duelo_real,8.28,81.13,77.39,76.66,1,0,242.89999999999998
873,E00874,P034,Harry Potter,Defesa,Finite Incantatem,3,4,9,1,exame,13.16,68.01,79.14,79.47,0,0,228.46
874,E00875,P035,Harry Potter,Defesa,Protego Maxima,4,5,1,0,exame,11.16,78.6,84.85,80.34,1,0,251.62999999999997
875,E00876,P036,Harry Potter,Defesa,Expecto Patronum,4,9,9,1,duelo_real,13.96,82.59,85.67,84.8,1,0,266.1
876,E00877,P037,Harry Potter,Defesa,Protego,2,7,1,0,missao,9.82,85.14,79.01,78.43,1,0,247.76000000000005
877,E00878,P038,Harry Potter,Defesa,Finite Incantatem,3,6,5,0,exame,10.77,84.05,84.63,80.99,0,0,249.9
878,E00879,P039,Harry Potter,Defesa,Protego Maxima,4,3,4,1,treino,12.54,76.64,81.0,83.6,1,0,250.70000000000002
879,E00880,P040,Harry Potter,Defesa,Expecto Patronum,5,3,8,1,treino,15.07,69.03,72.76,71.79,0,0,216.51000000000005
880,E00881,P041,Harry Potter,Encantamento,Wingardium Leviosa,1,8,1,0,missao,9.82,77.81,70.2,78.37,0,0,219.56
881,E00882,P042,Harry Potter,Encantamento,Accio,2,7,3,0,missao,9.52,74.0,77.79,80.98,0,0,230.25000000000003
882,E00883,P043,Harry Potter,Encantamento,Muffliato,3,1,3,0,treino,12.29,66.35,72.26,70.66,0,0,205.98000000000002
883,E00884,P044,Harry Potter,Encantamento,Feitico de Desilusao,4,9,2,0,duelo_real,11.78,72.48,74.79,75.92,0,0,221.41
884,E00885,P045,Harry Potter,Encantamento,Wingardium Leviosa,1,4,8,1,exame,13.12,71.62,82.16,69.41,1,0,230.07
885,E00886,P046,Harry Potter,Encantamento,Accio,2,9,6,1,duelo_real,10.73,76.43,68.27,70.65,0,0,214.62
886,E00887,P047,Harry Potter,Encantamento,Muffliato,3,3,1,1,treino,12.93,77.18,68.76,77.39,1,0,227.39999999999998
887,E00888,P048,Harry Potter,Encantamento,Feitico de Desilusao,5,9,10,0,duelo_real,12.87,70.04,81.45,69.85,1,0,238.47
888,E00889,P049,Harry Potter,Encantamento,Wingardium Leviosa,1,4,8,0,exame,11.55,72.65,69.12,71.79,0,0,212.01
889,E00890,P050,Harry Potter,Encantamento,Accio,2,2,2,0,treino,12.51,71.0,74.47,71.31,0,0,210.27
890,E00891,P051,Harry Potter,Encantamento,Muffliato,3,5,10,1,exame,12.32,76.15,73.8,69.8,0,0,223.43
891,E00892,P052,Harry Potter,Encantamento,Feitico de Desilusao,4,10,7,1,duelo_real,12.31,74.53,75.56,66.28,0,0,219.06
892,E00893,P053,Harry Potter,Encantamento,Wingardium Leviosa,1,5,3,0,exame,9.06,74.45,81.67,75.45,1,0,237.51
893,E00894,P054,Harry Potter,Encantamento,Accio,2,1,7,1,treino,12.27,70.99,73.18,73.21,0,0,216.10999999999999
894,E00895,P055,Harry Potter,Encantamento,Muffliato,3,1,7,0,treino,12.91,69.17,74.95,72.13,1,0,226.34
895,E00896,P056,Harry Potter,Encantamento,Feitico de Desilusao,4,5,10,1,exame,13.77,69.52,76.77,68.6,0,1,209.11999999999998
896,E00897,P057,Harry Potter,Encantamento,Wingardium Leviosa,1,2,2,1,treino,10.67,71.55,80.17,71.41,1,0,226.46
897,E00898,P058,Harry Potter,Encantamento,Accio,2,4,2,0,exame,12.12,78.29,86.44,73.41,1,0,242.02
898,E00899,P059,Harry Potter,Encantamento,Muffliato,4,4,10,0,exame,14.34,75.32,69.91,74.32,0,0,223.20999999999998
899,E00900,P060,Harry Potter,Encantamento,Feitico de Desilusao,4,6,9,0,exame,14.64,77.23,70.03,70.4,0,0,220.01999999999998
900,E00901,P061,Harry Potter,Transfiguracao,Reparifarge,3,1,5,0,treino,13.07,68.4,73.82,66.4,0,0,206.55
901,E00902,P062,Harry Potter,Transfiguracao,Vera Verto,3,2,6,0,treino,13.55,60.2,78.58,70.3,0,0,207.52999999999997
902,E00903,P063,Harry Potter,Transfiguracao,Duro,4,3,9,0,treino,16.35,63.5,74.82,59.12,0,1,188.09
903,E00904,P064,Harry Potter,Transfiguracao,Piertotum Locomotor,5,6,2,1,exame,14.0,72.1,72.39,62.8,0,0,205.29000000000002
904,E00905,P065,Harry Potter,Transfiguracao,Reparifarge,2,7,10,0,missao,12.11,72.34,67.03,70.23,0,0,211.49
905,E00906,P066,Harry Potter,Transfiguracao,Vera Verto,3,9,1,0,duelo_real,10.46,78.06,75.48,78.34,1,0,238.42000000000002
906,E00907,P067,Harry Potter,Transfiguracao,Duro,4,9,9,1,duelo_real,13.2,75.84,71.72,68.44,0,0,219.8
907,E00908,P068,Harry Potter,Transfiguracao,Piertotum Locomotor,5,9,2,1,duelo_real,14.98,73.74,76.24,67.62,0,0,214.62
908,E00909,P069,Harry Potter,Transfiguracao,Reparifarge,2,10,6,1,duelo_real,10.73,82.57,74.58,76.38,1,0,242.79999999999998
909,E00910,P070,Harry Potter,Transfiguracao,Vera Verto,3,2,7,1,treino,14.61,77.06,65.08,73.43,0,0,213.95999999999998
910,E00911,P071,Harry Potter,Transfiguracao,Duro,4,10,2,1,duelo_real,12.13,72.22,76.27,76.74,1,0,233.10000000000002
911,E00912,P072,Harry Potter,Transfiguracao,Piertotum Locomotor,4,8,8,1,missao,13.25,70.73,73.39,68.11,0,0,214.98000000000002
912,E00913,P073,Harry Potter,Transfiguracao,Reparifarge,2,7,2,1,missao,11.31,62.06,82.45,79.41,1,0,228.60999999999999
913,E00914,P074,Harry Potter,Transfiguracao,Vera Verto,3,2,4,0,treino,13.02,66.81,70.79,63.15,1,0,207.73000000000002
914,E00915,P075,Harry Potter,Transfiguracao,Duro,4,8,6,1,missao,14.53,68.92,74.21,66.43,1,1,209.03
915,E00916,P076,Harry Potter,Transfiguracao,Piertotum Locomotor,5,7,8,1,missao,14.15,77.37,73.11,64.09,0,0,218.42000000000002
916,E00917,P077,Harry Potter,Transfiguracao,Reparifarge,2,10,4,0,duelo_real,10.43,81.91,76.98,77.73,1,0,244.19
917,E00918,P078,Harry Potter,Transfiguracao,Vera Verto,3,8,4,1,missao,10.67,69.69,77.13,76.73,0,0,222.88000000000002
918,E00919,P079,Harry Potter,Transfiguracao,Duro,3,7,9,0,missao,13.6,77.17,81.37,69.23,0,0,229.17000000000004
919,E00920,P080,Harry Potter,Transfiguracao,Piertotum Locomotor,5,8,4,0,missao,14.07,78.0,73.14,77.67,1,0,238.74
920,E00921,P081,Harry Potter,Pocoes,Antidoto simples,1,4,4,0,exame,11.41,69.85,69.48,65.96,0,0,199.87999999999997
921,E00922,P082,Harry Potter,Pocoes,Pocao Wiggenweld,3,8,3,0,missao,13.39,71.68,66.09,75.6,1,0,218.98000000000002
922,E00923,P083,Harry Potter,Pocoes,Pocao Polissuco,4,6,2,1,exame,15.42,64.32,70.1,68.31,0,0,197.31
923,E00924,P084,Harry Potter,Pocoes,Veritaserum,5,9,5,0,duelo_real,14.11,70.46,73.21,66.26,0,0,210.82
924,E00925,P085,Harry Potter,Pocoes,Antidoto simples,1,10,3,1,duelo_real,9.96,75.01,64.89,72.57,0,0,207.51
925,E00926,P086,Harry Potter,Pocoes,Pocao Wiggenweld,2,9,9,1,duelo_real,12.31,78.18,66.96,70.13,0,0,215.95999999999998
926,E00927,P087,Harry Potter,Pocoes,Pocao Polissuco,4,4,8,0,exame,15.19,63.2,70.28,63.86,0,0,198.15000000000003
927,E00928,P088,Harry Potter,Pocoes,Veritaserum,5,3,4,0,treino,14.02,68.36,70.52,66.0,0,0,204.85999999999999
928,E00929,P089,Harry Potter,Pocoes,Antidoto simples,1,1,8,0,treino,12.39,63.13,70.81,65.5,0,0,197.05
929,E00930,P090,Harry Potter,Pocoes,Pocao Wiggenweld,2,3,8,0,treino,13.87,69.15,73.72,57.88,0,0,198.88
930,E00931,P091,Harry Potter,Pocoes,Pocao Polissuco,4,7,10,0,missao,14.63,63.34,71.82,68.63,0,0,207.16
931,E00932,P092,Harry Potter,Pocoes,Veritaserum,5,9,3,1,duelo_real,14.6,61.9,67.35,64.03,0,0,191.68
932,E00933,P093,Harry Potter,Pocoes,Antidoto simples,1,2,3,0,treino,12.13,64.11,80.95,70.89,0,0,208.82
933,E00934,P094,Harry Potter,Pocoes,Pocao Wiggenweld,2,3,5,1,treino,12.92,65.86,73.67,61.48,0,0,197.09
934,E00935,P095,Harry Potter,Pocoes,Pocao Polissuco,4,5,5,1,exame,15.08,68.12,73.23,57.33,0,0,196.6
935,E00936,P096,Harry Potter,Pocoes,Veritaserum,5,7,2,0,missao,14.05,71.92,67.25,70.82,0,0,207.94
936,E00937,P097,Harry Potter,Pocoes,Antidoto simples,1,7,1,1,missao,10.01,74.05,70.41,69.78,1,0,217.23
937,E00938,P098,Harry Potter,Pocoes,Pocao Wiggenweld,2,4,10,0,exame,14.36,63.55,77.92,63.62,0,0,204.73000000000002
938,E00939,P099,Harry Potter,Pocoes,Pocao Polissuco,4,6,6,0,exame,14.88,62.67,68.25,61.4,0,0,191.44000000000003
939,E00940,P100,Harry Potter,Pocoes,Veritaserum,5,2,4,1,treino,16.76,71.43,64.34,56.16,1,0,199.17000000000002
940,E00941,P101,Harry Potter,Cura,Episkey,2,6,6,1,exame,11.76,66.32,84.46,71.65,0,0,220.67
941,E00942,P102,Harry Potter,Cura,Ferula,2,10,9,0,duelo_real,10.36,78.72,73.89,76.38,1,0,241.63
942,E00943,P103,Harry Potter,Cura,Rennervate,3,5,2,0,exame,13.51,76.05,70.4,76.34,0,0,217.28
943,E00944,P104,Harry Potter,Cura,Vulnera Sanentur,5,10,7,1,duelo_real,13.08,75.94,86.3,74.96,0,0,241.11999999999998
944,E00945,P105,Harry Potter,Cura,Episkey,2,8,7,0,missao,12.83,71.47,80.6,69.09,1,1,219.32999999999998
945,E00946,P106,Harry Potter,Cura,Ferula,2,6,2,1,exame,12.59,71.99,69.48,79.7,1,0,224.58
946,E00947,P107,Harry Potter,Cura,Rennervate,2,5,9,0,exame,10.73,74.48,72.72,68.71,0,0,218.17999999999998
947,E00948,P108,Harry Potter,Cura,Vulnera Sanentur,5,2,8,0,treino,14.99,69.21,72.17,63.67,0,0,208.06
948,E00949,P109,Harry Potter,Cura,Episkey,1,10,9,1,duelo_real,11.42,73.41,66.66,78.85,1,0,228.5
949,E00950,P110,Harry Potter,Cura,Ferula,2,2,8,0,treino,13.5,67.39,81.08,74.72,0,0,221.69
950,E00951,P111,Harry Potter,Cura,Rennervate,3,10,8,0,duelo_real,11.69,71.27,71.65,80.51,0,0,225.74
951,E00952,P112,Harry Potter,Cura,Vulnera Sanentur,5,8,9,1,missao,13.53,71.78,74.05,76.18,0,0,227.48
952,E00953,P113,Harry Potter,Cura,Episkey,1,9,9,1,duelo_real,11.43,83.75,74.56,69.12,1,0,237.0
953,E00954,P114,Harry Potter,Cura,Ferula,2,7,2,0,missao,10.87,76.1,72.23,77.5,1,0,230.95999999999998
954,E00955,P115,Harry Potter,Cura,Rennervate,3,4,3,1,exame,14.09,74.57,75.1,66.29,0,0,210.86999999999998
955,E00956,P116,Harry Potter,Cura,Vulnera Sanentur,5,6,1,0,exame,12.42,77.27,73.4,71.77,0,0,221.02
956,E00957,P117,Harry Potter,Cura,Episkey,2,10,4,0,duelo_real,9.86,73.55,80.04,77.19,0,0,228.92000000000002
957,E00958,P118,Harry Potter,Cura,Ferula,1,4,4,1,exame,10.97,71.45,77.75,79.25,1,0,233.48
958,E00959,P119,Harry Potter,Cura,Rennervate,2,5,8,0,exame,10.77,64.4,79.15,76.16,0,0,220.94
959,E00960,P120,Harry Potter,Cura,Vulnera Sanentur,5,1,6,1,treino,16.14,64.72,75.05,69.46,0,0,209.08999999999997
960,E00961,P001,Bellatrix Lestrange,Ataque,Expelliarmus,1,10,1,0,duelo_real,9.93,87.37,84.97,83.16,1,0,258.57
961,E00962,P002,Bellatrix Lestrange,Ataque,Estupefaca,3,7,9,0,missao,14.93,86.87,88.76,70.87,1,0,256.57
962,E00963,P003,Bellatrix Lestrange,Ataque,Bombarda,4,3,4,0,treino,12.72,83.97,89.54,67.17,0,1,229.96
963,E00964,P004,Bellatrix Lestrange,Ataque,Confringo,4,9,8,0,duelo_real,11.92,82.51,89.13,75.38,1,1,251.1
964,E00965,P005,Bellatrix Lestrange,Ataque,Expelliarmus,2,4,9,1,exame,11.81,81.07,88.92,77.89,1,1,249.07
965,E00966,P006,Bellatrix Lestrange,Ataque,Estupefaca,3,10,4,1,duelo_real,10.06,83.44,83.97,86.77,1,0,264.12
966,E00967,P007,Bellatrix Lestrange,Ataque,Bombarda,4,6,9,1,exame,14.91,76.13,80.08,77.94,0,0,236.23999999999998
967,E00968,P008,Bellatrix Lestrange,Ataque,Confringo,5,10,7,0,duelo_real,12.46,79.07,91.29,72.08,1,0,256.98
968,E00969,P009,Bellatrix Lestrange,Ataque,Expelliarmus,2,4,7,0,exame,11.51,83.06,87.21,73.72,1,0,253.48000000000002
969,E00970,P010,Bellatrix Lestrange,Ataque,Estupefaca,3,4,3,0,exame,11.58,75.76,80.34,76.06,1,0,239.58
970,E00971,P011,Bellatrix Lestrange,Ataque,Bombarda,4,7,10,0,missao,12.88,89.99,91.42,68.52,1,0,265.05
971,E00972,P012,Bellatrix Lestrange,Ataque,Confringo,4,4,4,1,exame,11.57,76.56,87.79,72.7,0,1,227.48000000000002
972,E00973,P013,Bellatrix Lestrange,Ataque,Expelliarmus,2,5,2,0,exame,11.4,74.28,86.54,76.43,1,0,241.85
973,E00974,P014,Bellatrix Lestrange,Ataque,Estupefaca,3,2,2,0,treino,11.1,86.23,82.66,78.45,1,1,244.23999999999998
974,E00975,P015,Bellatrix Lestrange,Ataque,Bombarda,3,9,10,0,duelo_real,12.32,78.93,83.8,72.21,1,0,248.62
975,E00976,P016,Bellatrix Lestrange,Ataque,Confringo,5,2,4,0,treino,14.74,72.51,82.55,76.56,0,1,220.88
976,E00977,P017,Bellatrix Lestrange,Ataque,Expelliarmus,2,7,9,1,missao,12.75,83.18,83.81,77.86,0,0,245.10000000000002
977,E00978,P018,Bellatrix Lestrange,Ataque,Estupefaca,3,7,1,1,missao,11.43,80.3,87.82,70.97,1,0,244.66000000000003
978,E00979,P019,Bellatrix Lestrange,Ataque,Bombarda,4,9,6,0,duelo_real,12.01,74.26,86.48,74.39,0,1,227.12
979,E00980,P020,Bellatrix Lestrange,Ataque,Confringo,5,10,7,1,duelo_real,13.06,75.04,92.69,74.23,0,1,235.90000000000003
980,E00981,P021,Bellatrix Lestrange,Defesa,Protego,2,4,3,0,exame,11.32,79.7,80.72,74.04,1,0,240.14000000000004
981,E00982,P022,Bellatrix Lestrange,Defesa,Finite Incantatem,4,6,5,1,exame,13.93,67.93,84.21,69.52,0,0,220.72999999999996
982,E00983,P023,Bellatrix Lestrange,Defesa,Protego Maxima,4,6,9,1,exame,14.75,72.71,82.54,69.66,1,1,227.16
983,E00984,P024,Bellatrix Lestrange,Defesa,Expecto Patronum,5,6,7,0,exame,14.66,75.07,81.81,77.98,1,0,247.20000000000002
984,E00985,P025,Bellatrix Lestrange,Defesa,Protego,2,9,9,1,duelo_real,11.34,82.15,86.79,69.02,0,0,239.61999999999998
985,E00986,P026,Bellatrix Lestrange,Defesa,Finite Incantatem,2,7,4,0,missao,10.36,74.71,91.93,66.5,1,0,240.77999999999997
986,E00987,P027,Bellatrix Lestrange,Defesa,Protego Maxima,4,9,10,0,duelo_real,13.8,77.38,77.67,74.12,0,0,233.37
987,E00988,P028,Bellatrix Lestrange,Defesa,Expecto Patronum,5,4,6,1,exame,15.14,76.0,82.82,67.07,0,0,226.75
988,E00989,P029,Bellatrix Lestrange,Defesa,Protego,2,2,1,0,treino,10.17,68.22,79.34,61.96,0,1,194.35000000000002
989,E00990,P030,Bellatrix Lestrange,Defesa,Finite Incantatem,3,8,8,1,missao,13.01,77.05,79.62,67.85,0,0,225.51000000000002
990,E00991,P031,Bellatrix Lestrange,Defesa,Protego Maxima,3,7,4,1,missao,12.31,76.49,84.51,74.27,1,0,242.95999999999998
991,E00992,P032,Bellatrix Lestrange,Defesa,Expecto Patronum,5,8,9,0,missao,16.51,79.37,84.13,71.6,1,1,237.59000000000003
992,E00993,P033,Bellatrix Lestrange,Defesa,Protego,2,9,2,0,duelo_real,11.45,74.17,85.97,70.49,1,1,225.18
993,E00994,P034,Bellatrix Lestrange,Defesa,Finite Incantatem,3,4,9,1,exame,14.39,70.86,90.49,63.9,0,0,225.86
994,E00995,P035,Bellatrix Lestrange,Defesa,Protego Maxima,4,5,1,0,exame,12.58,73.94,82.6,61.42,1,0,224.37999999999997
995,E00996,P036,Bellatrix Lestrange,Defesa,Expecto Patronum,4,9,9,1,duelo_real,12.08,71.02,76.48,59.79,0,1,202.20999999999998
996,E00997,P037,Bellatrix Lestrange,Defesa,Protego,2,7,1,0,missao,10.87,81.81,77.77,71.74,0,1,215.45
997,E00998,P038,Bellatrix Lestrange,Defesa,Finite Incantatem,3,6,5,0,exame,12.45,76.74,86.78,67.35,0,1,219.42
998,E00999,P039,Bellatrix Lestrange,Defesa,Protego Maxima,4,3,4,1,treino,14.18,71.27,78.13,69.75,0,1,206.96999999999997
999,E01000,P040,Bellatrix Lestrange,Defesa,Expecto Patronum,5,3,8,1,treino,16.24,66.57,85.28,63.13,0,1,206.73999999999998
1000,E01001,P041,Bellatrix Lestrange,Encantamento,Wingardium Leviosa,1,8,1,0,missao,9.87,83.08,89.79,68.77,1,0,244.76999999999998
1001,E01002,P042,Bellatrix Lestrange,Encantamento,Accio,2,7,3,0,missao,11.42,70.83,85.17,73.24,1,0,234.82000000000002
1002,E01003,P043,Bellatrix Lestrange,Encantamento,Muffliato,3,1,3,0,treino,13.83,75.38,79.83,64.59,0,0,214.96999999999997
1003,E01004,P044,Bellatrix Lestrange,Encantamento,Feitico de Desilusao,4,9,2,0,duelo_real,14.02,73.39,84.65,73.59,0,0,227.61
1004,E01005,P045,Bellatrix Lestrange,Encantamento,Wingardium Leviosa,1,4,8,1,exame,11.89,74.27,74.39,75.22,1,0,231.99
1005,E01006,P046,Bellatrix Lestrange,Encantamento,Accio,2,9,6,1,duelo_real,11.5,76.4,82.25,70.75,1,1,227.9
1006,E01007,P047,Bellatrix Lestrange,Encantamento,Muffliato,3,3,1,1,treino,12.84,76.81,85.68,77.93,1,1,234.58
1007,E01008,P048,Bellatrix Lestrange,Encantamento,Feitico de Desilusao,5,9,10,0,duelo_real,14.17,75.89,78.57,67.14,1,0,237.42999999999998
